,Time,Potential
682.6,4282.8,-0.235
682.8,4283,-0.254
683,4283.2,-0.283
683.2,4283.4,-0.302
683.4,4283.6,-0.225
683.6,4283.8,-0.283
683.8,4284,-0.312
684,4284.2,-0.326
684.2,4284.4,-0.312
684.4,4284.6,-0.351
684.6,4284.8,-0.375
684.8,4285,-0.384
685,4285.2,-0.351
685.2,4285.4,-0.375
685.4,4285.6,-0.408
685.6,4285.8,-0.437
685.8,4286,-0.461
686,4286.2,-0.481
686.2,4286.4,-0.51
686.4,4286.6,-0.529
686.6,4286.8,-0.544
686.8,4287,-0.582
687,4287.2,-0.601
687.2,4287.4,-0.621
687.4,4287.6,-0.64
687.6,4287.8,-0.664
687.8,4288,-0.678
688,4288.2,-0.698
688.2,4288.4,-0.722
688.4,4288.6,-0.732
688.6,4288.8,-0.751
688.8,4289,-0.76
689,4289.2,-0.765
689.2,4289.4,-0.77
689.4,4289.6,-0.789
689.6,4289.8,-0.799
689.8,4290,-0.809
690,4290.2,-0.823
690.2,4290.4,-0.833
690.4,4290.6,-0.852
690.6,4290.8,-0.867
690.8,4291,-0.867
691,4291.2,-0.881
691.2,4291.4,-0.895
691.4,4291.6,-0.905
691.6,4291.8,-0.924
691.8,4292,-0.944
692,4292.2,-0.968
692.2,4292.4,-0.982
692.4,4292.6,-0.987
692.6,4292.8,-1.011
692.8,4293,-1.026
693,4293.2,-1.035
693.2,4293.4,-1.06
693.4,4293.6,-1.079
693.6,4293.8,-1.084
693.8,4294,-1.103
694,4294.2,-1.122
694.2,4294.4,-1.132
694.4,4294.6,-1.141
694.6,4294.8,-1.161
694.8,4295,-1.175
695,4295.2,-1.19
695.2,4295.4,-1.204
695.4,4295.6,-1.219
695.6,4295.8,-1.233
695.8,4296,-1.233
696,4296.2,-1.252
696.2,4296.4,-1.257
696.4,4296.6,-1.267
696.6,4296.8,-1.286
696.8,4297,-1.301
697,4297.2,-1.31
697.2,4297.4,-1.33
697.4,4297.6,-1.33
697.6,4297.8,-1.344
697.8,4298,-1.388
698,4298.2,-1.359
698.2,4298.4,-1.373
698.4,4298.6,-1.388
698.6,4298.8,-1.392
698.8,4299,-1.407
699,4299.2,-1.32
699.2,4299.4,-1.315
699.4,4299.6,-1.349
699.6,4299.8,-1.368
699.8,4300,-1.392
700,4300.2,-1.397
700.2,4300.4,-1.412
700.4,4300.6,-1.431
700.6,4300.8,-1.445
700.8,4301,-1.46
701,4301.2,-1.479
701.2,4301.4,-1.494
701.4,4301.6,-1.508
701.6,4301.8,-1.532
701.8,4302,-1.552
702,4302.2,-1.576
702.2,4302.4,-1.59
702.4,4302.6,-1.6
702.6,4302.8,-1.826
702.8,4303,-1.595
703,4303.2,-1.581
703.2,4303.4,-1.581
703.4,4303.6,-1.581
703.6,4303.8,-1.595
703.8,4304,-1.6
704,4304.2,-1.605
704.2,4304.4,-1.605
704.4,4304.6,-1.624
704.6,4304.8,-1.619
704.8,4305,-1.595
705,4305.2,-1.585
705.2,4305.4,-1.6
705.4,4305.6,-1.552
705.6,4305.8,-1.527
705.8,4306,-1.503
706,4306.2,-1.469
706.2,4306.4,-1.46
706.4,4306.6,-1.436
706.6,4306.8,-1.421
706.8,4307,-1.407
707,4307.2,-1.373
707.2,4307.4,-1.349
707.4,4307.6,-1.315
707.6,4307.8,-1.286
707.8,4308,-1.262
708,4308.2,-1.238
708.2,4308.4,-1.214
708.4,4308.6,-1.19
708.6,4308.8,-1.151
708.8,4309,-1.117
709,4309.2,-1.098
709.2,4309.4,-1.069
709.4,4309.6,-1.04
709.6,4309.8,-1.006
709.8,4310,-0.982
710,4310.2,-0.929
710.2,4310.4,-0.891
710.4,4310.6,-0.862
710.6,4310.8,-0.828
710.8,4311,-0.78
711,4311.2,-0.736
711.2,4311.4,-0.703
711.4,4311.6,-0.654
711.6,4311.8,-0.616
711.8,4312,-0.577
712,4312.2,-0.524
712.2,4312.4,-0.476
712.4,4312.6,-0.418
712.6,4312.8,-0.384
712.8,4313,-0.317
713,4313.2,-0.244
713.2,4313.4,-0.186
713.4,4313.6,-0.129
713.6,4313.8,-0.071
713.8,4314,-0.013
714,4314.2,0.04
714.2,4314.4,0.103
714.4,4314.6,0.161
714.6,4314.8,0.228
714.8,4315,0.32
715,4315.2,0.388
715.2,4315.4,0.45
715.4,4315.6,0.532
715.6,4315.8,0.614
715.8,4316,0.701
716,4316.2,0.788
716.2,4316.4,0.88
716.4,4316.6,0.985
716.6,4316.8,1.092
716.8,4317,1.207
717,4317.2,1.299
717.2,4317.4,1.41
717.4,4317.6,1.506
717.6,4317.8,1.637
717.8,4318,1.757
718,4318.2,1.854
718.2,4318.4,1.96
718.4,4318.6,2.061
718.6,4318.8,2.211
718.8,4319,2.341
719,4319.2,2.466
719.2,4319.4,2.616
719.4,4319.6,2.761
719.6,4319.8,2.867
719.8,4320,2.992
720,4320.2,3.122
720.2,4320.4,3.195
720.4,4320.6,3.301
720.6,4320.8,3.301
720.8,4321,3.349
721,4321.2,3.392
721.2,4321.4,3.436
721.4,4321.6,3.484
721.6,4321.8,3.527
721.8,4322,3.571
722,4322.2,3.609
722.2,4322.4,3.653
722.4,4322.6,3.696
722.6,4322.8,3.754
722.8,4323,3.822
723,4323.2,3.908
723.2,4323.4,3.976
723.4,4323.6,4.053
723.6,4323.8,4.096
723.8,4324,4.145
724,4324.2,4.174
724.2,4324.4,4.222
724.4,4324.6,4.285
724.6,4324.8,4.241
724.8,4325,4.261
725,4325.2,4.246
725.2,4325.4,4.333
725.4,4325.6,4.323
725.6,4325.8,4.294
725.8,4326,4.246
726,4326.2,4.183
726.2,4326.4,4.145
726.4,4326.6,4.087
726.6,4326.8,3.961
726.8,4327,3.86
727,4327.2,3.793
727.2,4327.4,3.691
727.4,4327.6,3.561
727.6,4327.8,3.397
727.8,4328,3.296
728,4328.2,3.146
728.2,4328.4,2.973
728.4,4328.6,2.818
728.6,4328.8,2.621
728.8,4329,2.442
729,4329.2,2.24
729.2,4329.4,2.037
729.4,4329.6,1.834
729.6,4329.8,1.617
729.8,4330,1.396
730,4330.2,1.169
730.2,4330.4,0.923
730.4,4330.6,0.691
730.6,4330.8,0.426
730.8,4331,0.132
731,4331.2,-0.182
731.2,4331.4,-0.432
731.4,4331.6,-0.466
731.6,4331.8,-0.486
731.8,4332,-0.519
732,4332.2,-0.548
732.2,4332.4,-0.582
732.4,4332.6,-0.616
732.6,4332.8,-0.659
732.8,4333,-0.703
733,4333.2,-2.41
733.2,4333.4,-1.238
733.4,4333.6,-1.19
733.6,4333.8,-1.098
733.8,4334,-1.474
734,4334.2,-1.05
734.2,4334.4,-1.06
734.4,4334.6,-1.06
734.6,4334.8,-1.069
734.8,4335,-1.06
735,4335.2,-1.06
735.2,4335.4,-1.069
735.4,4335.6,-1.074
735.6,4335.8,-1.064
735.8,4336,-1.079
736,4336.2,-1.084
736.2,4336.4,-1.064
736.4,4336.6,-1.069
736.6,4336.8,-1.084
736.8,4337,-1.064
737,4337.2,-1.079
737.2,4337.4,-1.117
737.4,4337.6,-1.098
737.6,4337.8,-1.108
737.8,4338,-1.069
738,4338.2,-1.122
738.2,4338.4,-1.103
738.4,4338.6,-1.103
738.6,4338.8,-1.141
738.8,4339,-1.122
739,4339.2,-1.137
739.2,4339.4,-1.17
739.4,4339.6,-1.156
739.6,4339.8,-1.185
739.8,4340,-1.223
740,4340.2,-1.277
740.2,4340.4,-1.33
740.4,4340.6,-1.416
740.6,4340.8,-1.508
740.8,4341,-1.624
741,4341.2,-1.749
741.2,4341.4,-1.826
741.4,4341.6,-1.826
741.6,4341.8,-1.826
741.8,4342,-1.749
742,4342.2,-1.754
742.2,4342.4,-1.711
742.4,4342.6,-1.658
742.6,4342.8,-1.581
742.8,4343,-1.489
743,4343.2,-1.349
743.2,4343.4,-1.277
743.4,4343.6,-1.146
743.6,4343.8,-1.146
743.8,4344,-1.117
744,4344.2,-1.093
744.2,4344.4,-1.064
744.4,4344.6,-1.04
744.6,4344.8,-1.016
744.8,4345,-0.992
745,4345.2,-0.968
745.2,4345.4,-0.939
745.4,4345.6,-0.915
745.6,4345.8,-0.891
745.8,4346,-0.876
746,4346.2,-0.857
746.2,4346.4,-0.847
746.4,4346.6,-0.833
746.6,4346.8,-0.828
746.8,4347,-0.818
747,4347.2,-0.804
747.2,4347.4,-0.794
747.4,4347.6,-0.78
747.6,4347.8,-0.756
747.8,4348,-0.741
748,4348.2,-0.722
748.2,4348.4,-0.707
748.4,4348.6,-0.683
748.6,4348.8,-0.664
748.8,4349,-0.645
749,4349.2,-0.63
749.2,4349.4,-0.606
749.4,4349.6,-0.582
749.6,4349.8,-0.563
749.8,4350,-0.553
750,4350.2,-0.524
750.2,4350.4,-0.471
750.4,4350.6,-0.408
750.6,4350.8,-0.351
750.8,4351,-0.322
751,4351.2,-0.22
751.2,4351.4,-0.129
751.4,4351.6,-0.076
751.6,4351.8,0.055
751.8,4352,0.146
752,4352.2,0.247
752.2,4352.4,0.354
752.4,4352.6,0.407
752.6,4352.8,0.426
752.8,4353,0.445
753,4353.2,0.474
753.2,4353.4,0.479
753.4,4353.6,0.518
753.6,4353.8,0.551
753.8,4354,0.58
754,4354.2,0.634
754.2,4354.4,0.682
754.4,4354.6,0.744
754.6,4354.8,0.807
754.8,4355,0.855
755,4355.2,0.894
755.2,4355.4,0.981
755.4,4355.6,1.043
755.6,4355.8,1.101
755.8,4356,1.164
756,4356.2,1.217
756.2,4356.4,1.27
756.4,4356.6,1.362
756.6,4356.8,1.453
756.8,4357,1.487
757,4357.2,1.53
757.2,4357.4,1.564
757.4,4357.6,1.617
757.6,4357.8,1.661
757.8,4358,1.661
758,4358.2,1.68
758.2,4358.4,1.68
758.4,4358.6,1.728
758.6,4358.8,1.733
758.8,4359,1.699
759,4359.2,1.738
759.2,4359.4,1.719
759.4,4359.6,1.699
759.6,4359.8,1.675
759.8,4360,1.637
760,4360.2,1.603
760.2,4360.4,1.564
760.4,4360.6,1.526
760.6,4360.8,1.482
760.8,4361,1.429
761,4361.2,1.371
761.2,4361.4,1.304
761.4,4361.6,1.236
761.6,4361.8,1.14
761.8,4362,1.053
762,4362.2,0.942
762.2,4362.4,0.807
762.4,4362.6,0.629
762.6,4362.8,0.445
762.8,4363,0.19
763,4363.2,0.127
763.2,4363.4,0.127
763.4,4363.6,0.127
763.6,4363.8,0.132
763.8,4364,0.127
764,4364.2,0.132
764.2,4364.4,0.127
764.4,4364.6,0.127
764.6,4364.8,0.122
764.8,4365,0.127
765,4365.2,0.117
765.2,4365.4,0.113
765.4,4365.6,0.113
765.6,4365.8,0.113
765.8,4366,0.098
766,4366.2,0.089
766.2,4366.4,0.069
766.4,4366.6,0.06
766.6,4366.8,0.04
766.8,4367,0.016
767,4367.2,-0.008
767.2,4367.4,-0.027
767.4,4367.6,-0.056
767.6,4367.8,-0.08
767.8,4368,-0.104
768,4368.2,-0.129
768.2,4368.4,-0.143
768.4,4368.6,-0.177
768.6,4368.8,-0.172
768.8,4369,-0.191
769,4369.2,-0.211
769.2,4369.4,-0.215
769.4,4369.6,-0.269
769.6,4369.8,-0.273
769.8,4370,-0.346
770,4370.2,-0.336
770.2,4370.4,-0.312
770.4,4370.6,-0.312
770.6,4370.8,-0.375
770.8,4371,-0.375
771,4371.2,-0.389
771.2,4371.4,-0.389
771.4,4371.6,-0.418
771.6,4371.8,-0.423
771.8,4372,-0.437
772,4372.2,-0.447
772.2,4372.4,-0.471
772.4,4372.6,-0.476
772.6,4372.8,-0.534
772.8,4373,-0.563
773,4373.2,-0.597
773.2,4373.4,-0.654
773.4,4373.6,-0.707
773.6,4373.8,-0.775
773.8,4374,-0.852
774,4374.2,-0.953
774.2,4374.4,-1.031
774.4,4374.6,-1.132
774.6,4374.8,-1.243
774.8,4375,-1.32
775,4375.2,-1.378
775.2,4375.4,-1.45
775.4,4375.6,-1.445
775.6,4375.8,-1.465
775.8,4376,-1.465
776,4376.2,-1.484
776.2,4376.4,-2.024
776.4,4376.6,-1.445
776.6,4376.8,-1.426
776.8,4377,-1.388
777,4377.2,-1.335
777.2,4377.4,-1.252
777.4,4377.6,-1.079
777.6,4377.8,-1.002
777.8,4378,-1.016
778,4378.2,-1.035
778.2,4378.4,-1.035
778.4,4378.6,-1.026
778.6,4378.8,-1.021
778.8,4379,-1.04
779,4379.2,-1.026
779.2,4379.4,-1.021
779.4,4379.6,-1.011
779.6,4379.8,-0.997
779.8,4380,-0.987
780,4380.2,-0.982
780.2,4380.4,-0.973
780.4,4380.6,-0.963
780.6,4380.8,-0.944
780.8,4381,-0.939
781,4381.2,-0.939
781.2,4381.4,-0.934
781.4,4381.6,-0.934
781.6,4381.8,-0.929
781.8,4382,-0.929
782,4382.2,-0.929
782.2,4382.4,-0.929
782.4,4382.6,-0.929
782.6,4382.8,-0.924
782.8,4383,-0.924
783,4383.2,-0.919
783.2,4383.4,-0.915
783.4,4383.6,-0.905
783.6,4383.8,-0.9
783.8,4384,-0.891
784,4384.2,-0.881
784.2,4384.4,-0.867
784.4,4384.6,-0.852
784.6,4384.8,-0.843
784.8,4385,-0.823
785,4385.2,-0.809
785.2,4385.4,-0.789
785.4,4385.6,-0.76
785.6,4385.8,-0.732
785.8,4386,-0.698
786,4386.2,-0.659
786.2,4386.4,-0.621
786.4,4386.6,-0.582
786.6,4386.8,-0.539
786.8,4387,-0.481
787,4387.2,-0.432
787.2,4387.4,-0.394
787.4,4387.6,-0.365
787.6,4387.8,-0.269
787.8,4388,-0.191
788,4388.2,-0.133
788.2,4388.4,-0.037
788.4,4388.6,0.026
788.6,4388.8,0.137
788.8,4389,0.228
789,4389.2,0.31
789.2,4389.4,0.368
789.4,4389.6,0.392
789.6,4389.8,0.407
789.8,4390,0.445
790,4390.2,0.455
790.2,4390.4,0.484
790.4,4390.6,0.522
790.6,4390.8,0.556
790.8,4391,0.566
791,4391.2,0.609
791.2,4391.4,0.658
791.4,4391.6,0.715
791.6,4391.8,0.768
791.8,4392,0.817
792,4392.2,0.875
792.2,4392.4,0.952
792.4,4392.6,1.019
792.6,4392.8,1.063
792.8,4393,1.183
793,4393.2,1.251
793.2,4393.4,1.313
793.4,4393.6,1.449
793.6,4393.8,1.492
793.8,4394,1.521
794,4394.2,1.574
794.2,4394.4,1.613
794.4,4394.6,1.733
794.6,4394.8,1.757
794.8,4395,1.762
795,4395.2,1.781
795.2,4395.4,1.81
795.4,4395.6,1.762
795.6,4395.8,1.791
795.8,4396,1.781
796,4396.2,1.748
796.2,4396.4,1.714
796.4,4396.6,1.651
796.6,4396.8,1.593
796.8,4397,1.511
797,4397.2,1.444
797.2,4397.4,1.342
797.4,4397.6,1.241
797.6,4397.8,1.106
797.8,4398,0.966
798,4398.2,0.764
798.2,4398.4,0.527
798.4,4398.6,0.219
798.6,4398.8,0.098
798.8,4399,0.103
799,4399.2,0.103
799.2,4399.4,0.103
799.4,4399.6,0.108
799.6,4399.8,0.103
799.8,4400,0.103
800,4400.2,0.093
800.2,4400.4,0.093
800.4,4400.6,0.074
800.6,4400.8,0.064
800.8,4401,0.05
801,4401.2,0.021
801.2,4401.4,-0.003
801.4,4401.6,-0.032
801.6,4401.8,-0.061
801.8,4402,-0.085
802,4402.2,-0.114
802.2,4402.4,-0.153
802.4,4402.6,-0.182
802.6,4402.8,-0.211
802.8,4403,-0.235
803,4403.2,-0.254
803.2,4403.4,-0.278
803.4,4403.6,-0.346
803.6,4403.8,-0.375
803.8,4404,-0.384
804,4404.2,-0.399
804.2,4404.4,-0.413
804.4,4404.6,-0.442
804.6,4404.8,-0.442
804.8,4405,-0.471
805,4405.2,-0.519
805.2,4405.4,-0.539
805.4,4405.6,-0.573
805.6,4405.8,-0.621
805.8,4406,-0.732
806,4406.2,-0.804
806.2,4406.4,-0.958
806.4,4406.6,-1.098
806.6,4406.8,-1.233
806.8,4407,-1.364
807,4407.2,-1.469
807.2,4407.4,-1.494
807.4,4407.6,-1.518
807.6,4407.8,-1.489
807.8,4408,-1.445
808,4408.2,-1.412
808.2,4408.4,-1.272
808.4,4408.6,-1.185
808.6,4408.8,-1.031
808.8,4409,-1.045
809,4409.2,-1.04
809.2,4409.4,-1.026
809.4,4409.6,-1.031
809.6,4409.8,-1.016
809.8,4410,-1.002
810,4410.2,-0.982
810.2,4410.4,-0.973
810.4,4410.6,-0.963
810.6,4410.8,-0.944
810.8,4411,-0.934
811,4411.2,-0.929
811.2,4411.4,-0.924
811.4,4411.6,-0.919
811.6,4411.8,-0.905
811.8,4412,-0.891
812,4412.2,-0.895
812.2,4412.4,-0.881
812.4,4412.6,-0.867
812.6,4412.8,-0.852
812.8,4413,-0.828
813,4413.2,-0.809
813.2,4413.4,-0.789
813.4,4413.6,-0.77
813.6,4413.8,-0.732
813.8,4414,-0.693
814,4414.2,-0.654
814.2,4414.4,-0.597
814.4,4414.6,-0.539
814.6,4414.8,-0.476
814.8,4415,-0.394
815,4415.2,-0.322
815.2,4415.4,-0.278
815.4,4415.6,-0.157
815.6,4415.8,-0.037
815.8,4416,0.04
816,4416.2,0.161
816.2,4416.4,0.305
816.4,4416.6,0.445
816.6,4416.8,0.493
816.8,4417,0.527
817,4417.2,0.561
817.2,4417.4,0.59
817.4,4417.6,0.609
817.6,4417.8,0.648
817.8,4418,0.682
818,4418.2,0.759
818.2,4418.4,0.826
818.4,4418.6,0.889
818.6,4418.8,0.947
818.8,4419,1.029
819,4419.2,1.092
819.2,4419.4,1.193
819.4,4419.6,1.275
819.6,4419.8,1.347
819.8,4420,1.415
820,4420.2,1.559
820.2,4420.4,1.613
820.4,4420.6,1.656
820.6,4420.8,1.714
820.8,4421,1.733
821,4421.2,1.762
821.2,4421.4,1.776
821.4,4421.6,1.815
821.6,4421.8,1.714
821.8,4422,1.767
822,4422.2,1.728
822.2,4422.4,1.675
822.4,4422.6,1.617
822.6,4422.8,1.55
822.8,4423,1.463
823,4423.2,1.367
823.2,4423.4,1.265
823.4,4423.6,1.14
823.6,4423.8,0.995
823.8,4424,0.793
824,4424.2,0.542
824.2,4424.4,0.223
824.4,4424.6,0.093
824.6,4424.8,0.093
824.8,4425,0.098
825,4425.2,0.093
825.2,4425.4,0.098
825.4,4425.6,0.093
825.6,4425.8,0.084
825.8,4426,0.074
826,4426.2,0.064
826.2,4426.4,0.06
826.4,4426.6,0.045
826.6,4426.8,0.021
826.8,4427,-0.003
827,4427.2,-0.032
827.2,4427.4,-0.061
827.4,4427.6,-0.09
827.6,4427.8,-0.119
827.8,4428,-0.148
828,4428.2,-0.177
828.2,4428.4,-0.206
828.4,4428.6,-0.206
828.6,4428.8,-0.249
828.8,4429,-0.273
829,4429.2,-0.302
829.2,4429.4,-0.36
829.4,4429.6,-0.384
829.6,4429.8,-0.399
829.8,4430,-0.432
830,4430.2,-0.447
830.2,4430.4,-0.447
830.4,4430.6,-0.481
830.6,4430.8,-0.481
830.8,4431,-0.529
831,4431.2,-0.558
831.2,4431.4,-0.577
831.4,4431.6,-0.649
831.6,4431.8,-0.698
831.8,4432,-0.809
832,4432.2,-0.91
832.2,4432.4,-1.093
832.4,4432.6,-1.185
832.6,4432.8,-1.349
832.8,4433,-1.469
833,4433.2,-1.518
833.2,4433.4,-1.518
833.4,4433.6,-1.503
833.6,4433.8,-1.523
833.8,4434,-1.373
834,4434.2,-1.325
834.2,4434.4,-1.228
834.4,4434.6,-1.084
834.6,4434.8,-1.021
834.8,4435,-1.021
835,4435.2,-1.021
835.2,4435.4,-1.006
835.4,4435.6,-1.002
835.6,4435.8,-0.987
835.8,4436,-0.982
836,4436.2,-0.977
836.2,4436.4,-0.963
836.4,4436.6,-0.963
836.6,4436.8,-0.939
836.8,4437,-0.929
837,4437.2,-0.929
837.2,4437.4,-0.924
837.4,4437.6,-0.919
837.6,4437.8,-0.924
837.8,4438,-0.915
838,4438.2,-0.905
838.2,4438.4,-0.905
838.4,4438.6,-0.9
838.6,4438.8,-0.886
838.8,4439,-0.871
839,4439.2,-0.862
839.2,4439.4,-0.765
839.4,4439.6,-0.746
839.6,4439.8,-0.732
839.8,4440,-0.717
840,4440.2,-0.693
840.2,4440.4,-0.645
840.4,4440.6,-0.601
840.6,4440.8,-0.544
840.8,4441,-0.49
841,4441.2,-0.423
841.2,4441.4,-0.351
841.4,4441.6,-0.288
841.6,4441.8,-0.191
841.8,4442,-0.104
842,4442.2,-0.003
842.2,4442.4,0.093
842.4,4442.6,0.204
842.6,4442.8,0.33
842.8,4443,0.455
843,4443.2,0.503
843.2,4443.4,0.522
843.4,4443.6,0.537
843.6,4443.8,0.58
843.8,4444,0.629
844,4444.2,0.653
844.2,4444.4,0.682
844.4,4444.6,0.754
844.6,4444.8,0.812
844.8,4445,0.87
845,4445.2,0.952
845.2,4445.4,1.005
845.4,4445.6,1.072
845.6,4445.8,1.125
845.8,4446,1.231
846,4446.2,1.304
846.2,4446.4,1.415
846.4,4446.6,1.526
846.6,4446.8,1.584
846.8,4447,1.613
847,4447.2,1.656
847.2,4447.4,1.709
847.4,4447.6,1.714
847.6,4447.8,1.738
847.8,4448,1.757
848,4448.2,1.767
848.2,4448.4,1.719
848.4,4448.6,1.748
848.6,4448.8,1.709
848.8,4449,1.675
849,4449.2,1.608
849.2,4449.4,1.545
849.4,4449.6,1.477
849.6,4449.8,1.405
849.8,4450,1.309
850,4450.2,1.203
850.2,4450.4,1.072
850.4,4450.6,0.923
850.6,4450.8,0.735
850.8,4451,0.484
851,4451.2,0.151
851.2,4451.4,0.074
851.4,4451.6,0.074
851.6,4451.8,0.079
851.8,4452,0.079
852,4452.2,0.074
852.2,4452.4,0.074
852.4,4452.6,0.074
852.6,4452.8,0.064
